CONTA,PETRÓLEO,GÁS NATURAL,CARVÃO VAPOR,CARVÃO METALÚRGICO,URÂNIO U3O8,ENERGIA HIDRÁULICA,LENHA,PRODUTOS DA CANA,OUTRAS FONTES PRIMÁRIAS,ENERGIA PRIMÁRIA TOTAL,BIODIESEL,ÓLEO DIESEL,ÓLEO COMBUSTÍVEL,GASOLINA,GLP,NAFTA,QUEROSENE,GÁS DE CIDADE E DE COQUERIA,COQUE DE CARVÃO MINERAL,URÂNIO CONTIDO NO UO2,ELETRICIDADE,CARVÃO VEGETAL,ÁLCOOL ETÍLICO ANIDRO E HIDRATADO,OUTRAS SECUNDÁRIAS DE PETRÓLEO,PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO,ALCATRÃO,ENERGIA SECUNDÁRIA TOTAL,TOTAL,Ano
 PERDAS NA DISTRIBUIÇÃO E ARMAZENAGEM  ,0,-178,-6.84,-11,0,0,0,0,0,-195,0,0,0,0,0,0,0,0,-41,0,-8943,-66,-64,0,0,0,-9115,-9311,2022-01-01
 CONSUMO FINAL  ,0,17077,3586.18397951342,0,0,0,18422,28018,11782,78886,4903,48188,2430,24227,8211,6961,3133,1357,7372,0,50402,4412,15814,8712,6451,235,192813,271699,2022-01-01
  CONSUMO FINAL NÃO-ENERGÉTICO,0,974,0.0,0,0,0,0,0,944,1919,0,0,0,0,0,6961,1,0,0,0,0,0,649,0,6451,149,14213,16133,2022-01-01
  CONSUMO FINAL ENERGÉTICO,0,16102,3586.18397951342,0,0,0,18422,28018,10837,76966,4903,48188,2430,24227,8211,0,3131,1357,7372,0,50402,4412,15165,8712,0,85,178599,255566,2022-01-01
    SETOR ENERGÉTICO  ,0,4345,0.0,0,0,0,0,12083,0,16429,0,581,116,0,0,0,0,172,0,0,3078,0,0,3072,0,0,7021,23450,2022-01-01
    RESIDENCIAL  ,0,465,0.0,0,0,0,7510,0,799,8776,0,0,0,0,6406,0,3,0,0,0,13379,395,0,0,0,0,20185,28961,2022-01-01
    COMERCIAL  ,0,142,0.0,0,0,0,81,0,171,395,4,43,12,0,445,0,0,0,0,0,8349,76,0,0,0,0,8931,9327,2022-01-01
    PÚBLICO,0,22,0.0,0,0,0,0,0,0,22,0,3,6,0,262,0,0,0,0,0,3832,0,0,0,0,0,4105,4127,2022-01-01
    AGROPECUÁRIO  ,0,0,0.0,0,0,0,3118,0,0,3118,670,6462,8,0,26,0,0,0,0,0,2776,9,9,0,0,0,9963,13081,2022-01-01
    TRANSPORTES - TOTAL  ,0,1991,0.0,0,0,0,0,0,0,1991,4104,39908,742,24227,0,0,3126,0,0,0,175,0,15155,0,0,0,87439,89431,2022-01-01
      RODOVIÁRIO  ,0,1991,0.0,0,0,0,0,0,0,1991,4005,38595,0,24192,0,0,0,0,0,0,4,0,15155,0,0,0,81953,83944,2022-01-01
      FERROVIÁRIO  ,0,0,0.0,0,0,0,0,0,0,0,99,954,0,0,0,0,0,0,0,0,170,0,0,0,0,0,1223,1223,2022-01-01
      AÉREO ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,34,0,0,3126,0,0,0,0,0,0,0,0,0,3161,3161,2022-01-01
      HIDROVIÁRIO  ,0,0,0.0,0,0,0,0,0,0,0,0,358,742,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,1101,2022-01-01
   INDUSTRIAL - TOTAL  ,0,9135,3586.18397951342,0,0,0,7711,15934,9866,46233,123,1188,1544,0,1070,0,1,1184,7372,0,18810,3931,0,5640,0,85,40952,87186,2022-01-01
      CIMENTO  ,0,8,141.051903897653,0,0,0,66,0,856,1072,4,39,10,0,9,0,0,0,19,0,614,103,0,2609,0,0,3410,4483,2022-01-01
      FERRO-GUSA E AÇO  ,0,1372,2262.89837269616,0,0,0,0,0,0,3635,3,33,10,0,28,0,0,1184,6949,0,1565,2895,0,38,0,85,12796,16431,2022-01-01
      FERRO-LIGAS  ,0,2,0.0,0,0,0,74,0,0,76,1,10,42,0,27,0,0,0,80,0,883,892,0,62,0,0,2001,2078,2022-01-01
      MINERAÇÃO E PELOTIZAÇÃO,0,271,135.463783847071,0,0,0,0,0,0,407,43,423,132,0,32,0,1,0,30,0,1011,0,0,181,0,0,1858,2265,2022-01-01
      NÃO-FERROSOS E OUTROS DA METALURGIA,0,492,678.716604256126,0,0,0,0,0,0,1170,1,14,843,0,45,0,0,0,291,0,2336,10,0,396,0,0,3938,5109,2022-01-01
      QUÍMICA  ,0,1977,138.721760553233,0,0,0,49,0,85,2251,2,20,61,0,198,0,0,0,0,0,2023,17,0,1806,0,0,4130,6381,2022-01-01
      ALIMENTOS E BEBIDAS  ,0,882,34.1461304,0,0,0,2541,15894,11,19365,24,235,56,0,249,0,0,0,0,0,2500,0,0,85,0,0,3153,22518,2022-01-01
      TÊXTIL  ,0,167,0.0,0,0,0,58,0,0,226,0,0,2,0,29,0,0,0,0,0,535,0,0,0,0,0,567,794,2022-01-01
      PAPEL E CELULOSE  ,0,1037,100.43925823,0,0,0,2132,39,8831,12140,30,291,312,0,69,0,0,0,0,0,2240,0,0,0,0,0,2943,15084,2022-01-01
      CERÂMICA ,0,1313,54.8611136490356,0,0,0,1906,0,52,3327,1,17,32,0,167,0,0,0,0,0,309,0,0,85,0,0,615,3942,2022-01-01
      OUTROS  ,0,1608,39.885051984142,0,0,0,881,0,29,2559,10,100,39,0,212,0,0,0,0,0,4788,12,0,373,0,0,5536,8096,2022-01-01
   CONSUMO NÃO-IDENTIFICADO  ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-01-01
 AJUSTES  ,-63,122,-4.25383110075632,0,0,0,0,0,0,55,46,-49,-59,-55,-20,-41,-6,1,-4,0,0,0,0,-200,-274,-1,-664,-609,2022-01-01
    PRODUÇÃO  ,150386,48462,2639.62474419981,0,342,31202,27406,50639,28538,339617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339617,2021-01-01
    IMPORTAÇÃO  ,7247,14833,5372.3470055705,7893,4722,0,0,0,0,40068,0,12242,595,2121,2454,6051,307,0,1153,3128,1990,0,230,2898,1710,0,34884,74953,2021-01-01
    VARIAÇÃO DE ESTOQUES  ,-308,0,41.5515138122368,59,-786,0,0,0,0,-994,-14,-7,-441,-200,-63,107,-53,0,-214,-3507,0,0,201,-25,-8,0,-4227,-5221,2021-01-01
 OFERTA TOTAL  ,157324,63295,8053.52326358254,7952,4278,31202,27406,50639,28538,378692,-14,12234,153,1920,2390,6159,253,0,938,-378,1990,0,432,2873,1702,0,30657,409349,2021-01-01
    EXPORTAÇÃO  ,-64722,0,0.0,0,0,0,0,0,0,-64722,0,-500,-12237,-1381,0,-230,-1088,0,0,0,-3,0,-967,-841,-385,0,-17636,-82359,2021-01-01
    NÃO-APROVEITADA  ,0,-1220,0.0,0,0,0,0,0,0,-1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1220,2021-01-01
    REINJEÇÃO  ,0,-22025,0.0,0,0,0,0,0,0,-22025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22025,2021-01-01
 OFERTA INTERNA BRUTA  ,92602,40049,8053.52326358254,7952,4278,31202,27406,50639,28538,290723,-14,11734,-12084,538,2390,5929,-835,0,938,-378,1986,0,-535,2032,1317,0,13020,303744,2021-01-01
 TOTAL TRANSFORMAÇÃO  ,-92560,-23366,-4416.40279057241,-7941,-4278,-31202,-9118,-21825,-17774,-212485,5211,34559,14553,21636,5871,-230,3353,1433,6945,378,56450,4632,16173,6999,4388,248,182606,-29878,2021-01-01
    REFINARIAS DE PETRÓLEO  ,-91825,0,0.0,0,0,0,0,0,-4375,-96200,0,36339,16478,19602,4421,3558,3353,0,0,0,0,0,0,7521,4705,0,95981,-219,2021-01-01
    PLANTAS DE GÁS NATURAL  ,0,-3480,0.0,0,0,0,0,0,889,-2591,0,0,0,115,1321,0,0,0,0,0,0,0,0,0,919,0,2356,-234,2021-01-01
    USINAS DE GASEIFICAÇÃO  ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
    COQUERIAS,0,0,0.0,-7941,0,0,0,0,0,-7941,0,0,0,0,0,0,0,1817,6945,0,0,0,0,-1288,0,258,7733,-208,2021-01-01
    CICLO DO COMBUSTÍVEL NUCLEAR,0,0,0.0,0,-4278,0,0,0,0,-4278,0,0,0,0,0,0,0,0,0,4210,0,0,0,0,0,0,4210,-68,2021-01-01
    CENTRAIS ELÉTRICAS DE SERVIÇO PÚBLICO,0,-13251,-4200.0855923605,0,0,-29826,-56,0,-7131,-54466,-141,-1223,-1694,0,0,0,0,0,0,-3832,46624,0,0,-75,0,0,39657,-14808,2021-01-01
    CENTRAIS ELÉTRICAS AUTOPRODUTORAS,0,-4276,-216.317198211916,0,0,-1376,-371,-5828,-5683,-17751,-6,-556,-230,0,0,0,0,-384,0,0,9825,0,0,-550,0,-9,8087,-9664,2021-01-01
    CARVOARIAS,0,0,0.0,0,0,0,-8691,0,0,-8691,0,0,0,0,0,0,0,0,0,0,0,4632,0,0,0,0,4632,-4058,2021-01-01
    DESTILARIAS,0,0,0.0,0,0,0,0,-15997,-260,-16257,0,0,0,0,0,0,0,0,0,0,0,0,16173,0,0,0,16173,-83,2021-01-01
    OUTRAS TRANSFORMAÇÕES,-735,-2357,0.0,0,0,0,0,0,-1213,-4306,5358,0,0,1918,128,-3788,0,0,0,0,0,0,0,1393,-1237,0,3772,-534,2021-01-01
 PERDAS NA DISTRIBUIÇÃO E ARMAZENAGEM  ,0,-242,-6.84,-11,0,0,0,0,0,-260,0,0,0,0,0,0,0,0,-41,0,-9145,-68,-57,0,0,0,-9313,-9573,2021-01-01
 CONSUMO FINAL  ,0,16672,3629.78592544445,0,0,0,18287,28814,10763,78168,5238,46299,2470,22136,8297,5698,2520,1452,7842,0,49291,4564,15574,8994,5735,248,186366,264534,2021-01-01
  CONSUMO FINAL NÃO-ENERGÉTICO,0,752,0.0,0,0,0,0,0,884,1637,0,0,0,0,0,5698,1,0,0,0,0,0,701,0,5735,157,12295,13932,2021-01-01
  CONSUMO FINAL ENERGÉTICO,0,15919,3629.78592544445,0,0,0,18287,28814,9879,76530,5238,46299,2470,22136,8297,0,2518,1452,7842,0,49291,4564,14873,8994,0,91,174071,250601,2021-01-01
    SETOR ENERGÉTICO  ,0,4717,0.0,0,0,0,0,13410,0,18128,0,510,134,0,0,0,0,206,0,0,3366,0,0,3076,0,0,7294,25422,2021-01-01
    RESIDENCIAL  ,0,456,0.0,0,0,0,7440,0,746,8643,0,0,0,0,6521,0,1,0,0,0,12997,412,0,0,0,0,19933,28576,2021-01-01
    COMERCIAL  ,0,116,0.0,0,0,0,82,0,157,355,3,33,15,0,403,0,0,0,0,0,7768,77,0,0,0,0,8303,8659,2021-01-01
    PÚBLICO,0,20,0.0,0,0,0,0,0,0,20,0,5,8,0,259,0,0,0,0,0,3673,0,0,0,0,0,3946,3967,2021-01-01
    AGROPECUÁRIO  ,0,0,0.0,0,0,0,3157,0,0,3157,721,6264,8,0,25,0,0,0,0,0,2946,9,8,0,0,0,9985,13143,2021-01-01
    TRANSPORTES - TOTAL  ,0,1907,0.0,0,0,0,0,0,0,1907,4390,38429,794,22136,0,0,2515,0,0,0,174,0,14864,0,0,0,83306,85214,2021-01-01
      RODOVIÁRIO  ,0,1907,0.0,0,0,0,0,0,0,1907,4282,37160,0,22100,0,0,0,0,0,0,2,0,14864,0,0,0,78410,80318,2021-01-01
      FERROVIÁRIO  ,0,0,0.0,0,0,0,0,0,0,0,107,933,0,0,0,0,0,0,0,0,172,0,0,0,0,0,1213,1213,2021-01-01
      AÉREO ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,36,0,0,2515,0,0,0,0,0,0,0,0,0,2552,2552,2021-01-01
      HIDROVIÁRIO  ,0,0,0.0,0,0,0,0,0,0,0,0,335,794,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,1130,2021-01-01
   INDUSTRIAL - TOTAL  ,0,8700,3629.78592544445,0,0,0,7607,15403,8975,44316,121,1056,1507,0,1086,0,0,1245,7842,0,18364,4064,0,5918,0,91,41301,85618,2021-01-01
      CIMENTO  ,0,5,51.1730618885615,0,0,0,68,0,749,874,3,28,7,0,13,0,0,0,3,0,626,106,0,2687,0,0,3477,4351,2021-01-01
      FERRO-GUSA E AÇO  ,0,1290,2412.17894427653,0,0,0,0,0,0,3703,3,34,3,0,29,0,0,1245,7400,0,1649,3013,0,40,0,91,13512,17215,2021-01-01
      FERRO-LIGAS  ,0,2,0.0,0,0,0,76,0,0,79,0,8,41,0,25,0,0,0,85,0,870,904,0,66,0,0,2003,2082,2021-01-01
      MINERAÇÃO E PELOTIZAÇÃO,0,261,146.471847692397,0,0,0,0,0,0,408,45,394,92,0,32,0,0,0,32,0,1094,0,0,196,0,0,1888,2297,2021-01-01
      NÃO-FERROSOS E OUTROS DA METALURGIA,0,565,716.054692070618,0,0,0,0,0,0,1281,1,12,902,0,40,0,0,0,320,0,2376,11,0,440,0,0,4105,5387,2021-01-01
      QUÍMICA  ,0,1996,130.567706150687,0,0,0,48,0,84,2260,2,18,67,0,217,0,0,0,0,0,1982,17,0,1926,0,0,4232,6493,2021-01-01
      ALIMENTOS E BEBIDAS  ,0,884,22.08519632073,0,0,0,2448,15368,11,18735,23,207,47,0,259,0,0,0,0,0,2479,0,0,85,0,0,3103,21838,2021-01-01
      TÊXTIL  ,0,179,0.0,0,0,0,62,0,0,241,0,0,4,0,37,0,0,0,0,0,569,0,0,0,0,0,611,853,2021-01-01
      PAPEL E CELULOSE  ,0,1041,96.936594665,0,0,0,2030,35,8049,11254,26,231,267,0,65,0,0,0,0,0,2103,0,0,0,0,0,2694,13949,2021-01-01
      CERÂMICA ,0,1392,50.95022307992,0,0,0,1976,0,54,3475,2,19,35,0,161,0,0,0,0,0,321,0,0,95,0,0,634,4109,2021-01-01
      OUTROS  ,0,1077,3.3676593,0,0,0,895,0,26,2002,11,100,38,0,204,0,0,0,0,0,4289,12,0,378,0,0,5036,7039,2021-01-01
   CONSUMO NÃO-IDENTIFICADO  ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-01
 AJUSTES  ,-41,231,-0.494547565683156,0,0,0,0,0,0,189,41,6,0,-38,35,0,2,19,0,0,0,0,-6,-37,30,0,53,242,2021-01-01
    PRODUÇÃO  ,152634,46298,2084.7666965991,0,205,34088,26456,55597,25171,342538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342538,2020-01-01
    IMPORTAÇÃO  ,8684,8457,3897.37209131805,6814,4698,0,0,0,0,32553,0,10171,37,3805,2234,2932,268,0,936,2593,2159,0,511,2057,1235,0,28943,61496,2020-01-01
    VARIAÇÃO DE ESTOQUES  ,765,0,72.4005726086478,59,-857,0,0,0,0,39,-14,40,-65,62,14,-51,30,0,89,-2914,0,0,-113,-50,-18,0,-2989,-2949,2020-01-01
 OFERTA TOTAL  ,162084,54756,6054.53936052579,6873,4047,34088,26456,55597,25171,375130,-14,10211,-28,3867,2249,2880,299,0,1026,-320,2159,0,398,2006,1217,0,25954,401085,2020-01-01
    EXPORTAÇÃO  ,-70885,0,0.0,0,0,0,0,0,0,-70885,0,-805,-13883,-1824,0,-58,-1135,0,0,0,-33,0,-1062,-566,-381,0,-19753,-90638,2020-01-01
    NÃO-APROVEITADA  ,0,-1224,0.0,0,0,0,0,0,0,-1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1224,2020-01-01
    REINJEÇÃO  ,0,-19708,0.0,0,0,0,0,0,0,-19708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19708,2020-01-01
 OFERTA INTERNA BRUTA  ,91199,33824,6054.53936052579,6873,4047,34088,26456,55597,25171,283313,-14,9405,-13912,2043,2249,2821,-835,0,1026,-320,2125,0,-664,1439,835,0,6200,289513,2020-01-01
 TOTAL TRANSFORMAÇÃO  ,-91222,-18769,-2818.50740891598,-6862,-4047,-34088,-8733,-23481,-15004,-205028,4975,33649,16263,18131,6056,1862,2743,1210,5873,320,54073,4413,16875,7593,6053,211,180308,-24719,2020-01-01
    REFINARIAS DE PETRÓLEO  ,-89531,0,0.0,0,0,0,0,0,-5012,-94543,0,35798,16763,16714,4496,4766,2743,0,0,0,0,0,0,7794,5274,0,94352,-191,2020-01-01
    PLANTAS DE GÁS NATURAL  ,0,-3763,0.0,0,0,0,0,0,973,-2790,0,0,0,115,1463,0,0,0,0,0,0,0,0,0,958,0,2538,-252,2020-01-01
    USINAS DE GASEIFICAÇÃO  ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-01
    COQUERIAS,0,0,0.0,-6862,0,0,0,0,0,-6862,0,0,0,0,0,0,0,1537,5873,0,0,0,0,-942,0,218,6686,-175,2020-01-01
    CICLO DO COMBUSTÍVEL NUCLEAR,0,0,0.0,0,-4047,0,0,0,0,-4047,0,0,0,0,0,0,0,0,0,3982,0,0,0,0,0,0,3982,-64,2020-01-01
    CENTRAIS ELÉTRICAS DE SERVIÇO PÚBLICO,0,-7813,-2608.32367255171,0,0,-32562,-65,0,-5671,-48721,-112,-951,-291,0,0,0,0,0,0,-3662,44272,0,0,-71,0,0,39183,-9538,2020-01-01
    CENTRAIS ELÉTRICAS AUTOPRODUTORAS,0,-4539,-210.183736364267,0,0,-1526,-388,-6564,-4912,-18140,-6,-568,-208,0,0,0,0,-326,0,0,9800,0,0,-570,0,-7,8112,-10028,2020-01-01
    CARVOARIAS,0,0,0.0,0,0,0,-8279,0,0,-8279,0,0,0,0,0,0,0,0,0,0,0,4413,0,0,0,0,4413,-3866,2020-01-01
    DESTILARIAS,0,0,0.0,0,0,0,0,-16917,0,-16917,0,0,0,0,0,0,0,0,0,0,0,0,16875,0,0,0,16875,-41,2020-01-01
    OUTRAS TRANSFORMAÇÕES,-1690,-2653,0.0,0,0,0,0,0,-381,-4724,5094,-628,0,1301,97,-2903,0,0,0,0,0,0,0,1384,-180,0,4164,-560,2020-01-01
 PERDAS NA DISTRIBUIÇÃO E ARMAZENAGEM  ,0,-407,-6.84,-11,0,0,0,0,0,-425,0,0,0,0,0,0,0,0,-41,0,-9095,-65,-51,0,0,0,-9254,-9679,2020-01-01
 CONSUMO FINAL  ,0,14619,3216.7719277133,0,0,0,17723,32115,10166,77841,4973,42949,2384,20166,8357,4608,1899,1236,6858,0,47103,4347,16080,8792,6868,211,176838,254679,2020-01-01
  CONSUMO FINAL NÃO-ENERGÉTICO,0,216,0.0,0,0,0,0,0,893,1110,0,0,0,0,0,4608,1,0,0,0,0,0,734,0,6868,133,12346,13457,2020-01-01
  CONSUMO FINAL ENERGÉTICO,0,14402,3216.7719277133,0,0,0,17723,32115,9273,76731,4973,42949,2384,20166,8357,0,1897,1236,6858,0,47103,4347,15346,8792,0,77,164491,241222,2020-01-01
    SETOR ENERGÉTICO  ,0,4986,0.0,0,0,0,0,14037,0,19023,0,501,111,0,0,0,0,174,0,0,3295,0,0,3209,0,0,7293,26317,2020-01-01
    RESIDENCIAL  ,0,444,0.0,0,0,0,7207,0,698,8350,0,0,0,0,6739,0,1,0,0,0,12800,405,0,0,0,0,19947,28298,2020-01-01
    COMERCIAL  ,0,90,0.0,0,0,0,78,0,144,314,3,28,10,0,339,0,0,0,0,0,7291,73,0,0,0,0,7747,8061,2020-01-01
    PÚBLICO,0,20,0.0,0,0,0,0,0,0,20,0,4,6,0,260,0,0,0,0,0,3683,0,0,0,0,0,3954,3975,2020-01-01
    AGROPECUÁRIO  ,0,0,0.0,0,0,0,3197,0,0,3197,735,6230,10,0,23,0,0,0,0,0,2797,9,8,0,0,0,9814,13012,2020-01-01
    TRANSPORTES - TOTAL  ,0,1658,0.0,0,0,0,0,0,0,1658,4118,35200,826,20166,0,0,1894,0,0,0,174,0,15337,0,0,0,77717,79376,2020-01-01
      RODOVIÁRIO  ,0,1658,0.0,0,0,0,0,0,0,1658,4007,33946,0,20136,0,0,0,0,0,0,1,0,15337,0,0,0,73428,75087,2020-01-01
      FERROVIÁRIO  ,0,0,0.0,0,0,0,0,0,0,0,111,940,0,0,0,0,0,0,0,0,173,0,0,0,0,0,1224,1224,2020-01-01
      AÉREO ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,29,0,0,1894,0,0,0,0,0,0,0,0,0,1924,1924,2020-01-01
      HIDROVIÁRIO  ,0,0,0.0,0,0,0,0,0,0,0,0,313,826,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,1140,2020-01-01
   INDUSTRIAL - TOTAL  ,0,7202,3216.7719277133,0,0,0,7238,18077,8429,44165,116,985,1420,0,994,0,0,1061,6858,0,17060,3859,0,5582,0,77,38016,82181,2020-01-01
      CIMENTO  ,0,3,13.9060445479575,0,0,0,65,0,664,747,6,58,7,0,14,0,0,0,29,0,581,101,0,2521,0,0,3321,4068,2020-01-01
      FERRO-GUSA E AÇO  ,0,1140,2094.83611252411,0,0,0,0,0,0,3235,3,26,3,0,26,0,0,1061,6449,0,1456,2873,0,35,0,77,12014,15249,2020-01-01
      FERRO-LIGAS  ,0,2,0.0,0,0,0,73,0,0,75,0,7,37,0,21,0,0,0,82,0,884,845,0,72,0,0,1952,2028,2020-01-01
      MINERAÇÃO E PELOTIZAÇÃO,0,223,137.085232500302,0,0,0,0,0,0,360,39,338,115,0,31,0,0,0,30,0,1016,0,0,206,0,0,1780,2141,2020-01-01
      NÃO-FERROSOS E OUTROS DA METALURGIA,0,311,705.267236661418,0,0,0,0,0,0,1017,1,11,811,0,33,0,0,0,267,0,2208,10,0,471,0,0,3816,4833,2020-01-01
      QUÍMICA  ,0,1819,104.794731809967,0,0,0,46,0,80,2051,1,16,70,0,185,0,0,0,0,0,1785,16,0,1707,0,0,3783,5834,2020-01-01
      ALIMENTOS E BEBIDAS  ,0,809,21.93637491879,0,0,0,2358,18044,10,21245,24,209,61,0,248,0,0,0,0,0,2515,0,0,84,0,0,3143,24389,2020-01-01
      TÊXTIL  ,0,174,0.0,0,0,0,53,0,0,227,0,0,4,0,31,0,0,0,0,0,484,0,0,0,0,0,521,749,2020-01-01
      PAPEL E CELULOSE  ,0,899,93.26236664,0,0,0,1974,33,7601,10602,24,205,221,0,70,0,0,0,0,0,2026,0,0,0,0,0,2547,13150,2020-01-01
      CERÂMICA ,0,1117,44.78680766075,0,0,0,1854,0,48,3065,1,15,41,0,165,0,0,0,0,0,286,0,0,139,0,0,651,3717,2020-01-01
      OUTROS  ,0,699,0.89702045,0,0,0,812,0,23,1536,11,93,44,0,165,0,0,0,0,0,3813,11,0,343,0,0,4484,6020,2020-01-01
   CONSUMO NÃO-IDENTIFICADO  ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-01
 AJUSTES  ,22,-27,-12.4200238965195,0,0,0,0,0,0,-17,12,-105,33,-8,51,-75,-8,25,0,0,0,0,-79,-241,-20,0,-416,-434,2020-01-01
    PRODUÇÃO  ,144302,44397,2162.35031883712,0,0,34217,26411,52861,23319,327672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327672,2019-01-01
    IMPORTAÇÃO  ,8885,8628,4900.99294696952,7536,3072,0,0,0,0,33023,0,11030,53,3763,2172,6611,853,0,901,3269,2163,0,767,2134,1142,0,34862,67886,2019-01-01
    VARIAÇÃO DE ESTOQUES  ,-1718,0,-3.95229261328771,-29,2510,0,0,0,0,758,-14,-176,-34,-275,19,18,-84,0,-32,-4559,0,0,229,-26,39,0,-4896,-4137,2019-01-01
 OFERTA TOTAL  ,151469,53025,7059.39097319335,7506,5582,34217,26411,52861,23319,361453,-14,10854,19,3488,2191,6629,768,0,869,-1290,2163,0,997,2108,1181,0,29966,391420,2019-01-01
    EXPORTAÇÃO  ,-63507,0,0.0,0,0,0,0,0,0,-63507,0,-508,-8836,-1550,0,0,-2439,0,0,0,-17,0,-1017,-582,-387,0,-15340,-78847,2019-01-01
    NÃO-APROVEITADA  ,0,-1545,0.0,0,0,0,0,0,0,-1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1545,2019-01-01
    REINJEÇÃO  ,0,-15570,0.0,0,0,0,0,0,0,-15570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15570,2019-01-01
 OFERTA INTERNA BRUTA  ,87962,35909,7059.39097319335,7506,5582,34217,26411,52861,23319,280829,-14,10345,-8816,1937,2191,6629,-1670,0,869,-1290,2146,0,-20,1525,794,0,14626,295456,2019-01-01
 TOTAL TRANSFORMAÇÃO  ,-87890,-19053,-3626.37154614638,-7465,-5582,-34217,-8633,-24547,-14829,-205847,4578,32941,11228,19553,5956,105,4991,1331,6389,1290,54440,4368,18184,8149,5687,230,179428,-26418,2019-01-01
    REFINARIAS DE PETRÓLEO  ,-86330,0,0.0,0,0,0,0,0,-5435,-91765,0,34695,11709,18393,4445,3452,4991,0,0,0,0,0,0,7781,5026,0,90498,-1267,2019-01-01
    PLANTAS DE GÁS NATURAL  ,0,-3938,0.0,0,0,0,0,0,1198,-2740,0,0,0,156,1458,0,0,0,0,0,0,0,0,0,897,0,2512,-227,2019-01-01
    USINAS DE GASEIFICAÇÃO  ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-01-01
    COQUERIAS,0,0,0.0,-7465,0,0,0,0,0,-7465,0,0,0,0,0,0,0,1672,6389,0,0,0,0,-1025,0,238,7274,-191,2019-01-01
    CICLO DO COMBUSTÍVEL NUCLEAR,0,0,0.0,0,-5582,0,0,0,0,-5582,0,0,0,0,0,0,0,0,0,5493,0,0,0,0,0,0,5493,-89,2019-01-01
    CENTRAIS ELÉTRICAS DE SERVIÇO PÚBLICO,0,-8706,-3337.58243499828,0,0,-32546,-71,0,-5494,-50157,-107,-999,-266,0,0,0,0,0,0,-4203,45059,0,0,-137,0,0,39345,-10811,2019-01-01
    CENTRAIS ELÉTRICAS AUTOPRODUTORAS,0,-4264,-288.789111148095,0,0,-1670,-365,-6234,-4442,-17267,-5,-555,-214,0,0,0,0,-340,0,0,9381,0,0,-613,0,-8,7643,-9624,2019-01-01
    CARVOARIAS,0,0,0.0,0,0,0,-8196,0,0,-8196,0,0,0,0,0,0,0,0,0,0,0,4368,0,0,0,0,4368,-3827,2019-01-01
    DESTILARIAS,0,0,0.0,0,0,0,0,-18312,0,-18312,0,0,0,0,0,0,0,0,0,0,0,0,18184,0,0,0,18184,-128,2019-01-01
    OUTRAS TRANSFORMAÇÕES,-1559,-2144,0.0,0,0,0,0,0,-655,-4359,4691,-199,0,1003,52,-3347,0,0,0,0,0,0,0,2145,-237,0,4108,-251,2019-01-01
 PERDAS NA DISTRIBUIÇÃO E ARMAZENAGEM  ,0,-399,-15.96,-40,0,0,0,0,0,-456,0,0,0,0,0,0,0,0,-31,0,-9108,-64,-99,0,0,0,-9303,-9759,2019-01-01
 CONSUMO FINAL  ,0,16458,3439.21240624357,0,0,0,17777,28313,8490,74479,4563,43296,2299,21485,8135,6758,3319,1320,7227,0,47478,4304,18064,9605,6471,230,184562,259041,2019-01-01
  CONSUMO FINAL NÃO-ENERGÉTICO,0,309,0.0,0,0,0,0,0,0,309,0,0,0,0,0,6758,2,0,0,0,0,0,563,0,6471,147,13943,14252,2019-01-01
  CONSUMO FINAL ENERGÉTICO,0,16148,3439.21240624357,0,0,0,17777,28313,8490,74169,4563,43296,2299,21485,8135,0,3317,1320,7227,0,47478,4304,17500,9605,0,82,170619,244789,2019-01-01
